prodcodeid,termfromemis,productname,drugsubstancename,bnfchapter,dmdid
6.04454E+15,Lisinopril 20mg/5ml oral suspension,Lisinopril 20mg/5ml oral suspension,Lisinopril,2050501,8.62241E+15
6.04464E+15,Lisinopril 20mg/5ml oral solution,Lisinopril 20mg/5ml oral solution,Lisinopril,2050501,8.62231E+15
6.51704E+15,Ramipril 2.5mg/5ml oral solution sugar free,Ramipril 2.5mg/5ml oral solution sugar free,Ramipril,2050501,1.98771E+16
8.26334E+15,Perindopril tosilate 2.5mg tablets,Perindopril tosilate 2.5mg tablets,Perindopril tosilate,2050501,2.19399E+16
8.26344E+15,Perindopril tosilate 5mg tablets,Perindopril tosilate 5mg tablets,Perindopril tosilate,2050501,2.19401E+16
8.26354E+15,Perindopril tosilate 10mg tablets,Perindopril tosilate 10mg tablets,Perindopril tosilate,2050501,2.19398E+16
8.26364E+15,Perindopril tosilate 5mg / Indapamide 1.25mg tablets,Perindopril tosilate 5mg / Indapamide 1.25mg tablets,Indapamide/ Perindopril tosilate,2050501,2.194E+16
8.27594E+15,Perindopril erbumine 8mg/5ml oral solution,Perindopril erbumine 8mg/5ml oral solution,Perindopril erbumine,2050501,1.40573E+16
8.27604E+15,Perindopril erbumine 4mg/5ml oral suspension,Perindopril erbumine 4mg/5ml oral suspension,Perindopril erbumine,2050501,8.67131E+15
8.27614E+15,Perindopril erbumine 8mg/5ml oral suspension,Perindopril erbumine 8mg/5ml oral suspension,Perindopril erbumine,2050501,1.40574E+16
8.86944E+15,Perindopril erbumine 4mg/5ml oral solution,Perindopril erbumine 4mg/5ml oral solution,Perindopril erbumine,2050501,2.34715E+16
9.10524E+15,Perindopril erbumine 4mg / Amlodipine 5mg tablets,Perindopril erbumine 4mg / Amlodipine 5mg tablets,Amlodipine besilate/ Perindopril erbumine,2050501,2.3985E+16
9.10534E+15,Perindopril erbumine 4mg / Amlodipine 10mg tablets,Perindopril erbumine 4mg / Amlodipine 10mg tablets,Amlodipine besilate/ Perindopril erbumine,2050501,2.39849E+16
9.10544E+15,Perindopril erbumine 8mg / Amlodipine 5mg tablets,Perindopril erbumine 8mg / Amlodipine 5mg tablets,Amlodipine besilate/ Perindopril erbumine,2050501,2.39852E+16
9.10554E+15,Perindopril erbumine 8mg / Amlodipine 10mg tablets,Perindopril erbumine 8mg / Amlodipine 10mg tablets,Amlodipine besilate/ Perindopril erbumine,2050501,2.39851E+16
9.10804E+15,Captopril 25mg/5ml oral solution sugar free,Captopril 25mg/5ml oral solution sugar free,Captopril,2050501,2.37073E+16
9.10814E+15,Captopril 5mg/5ml oral solution sugar free,Captopril 5mg/5ml oral solution sugar free,Captopril,2050501,2.37075E+16
1.0645E+16,Lisinopril 5mg/5ml oral solution sugar free,Lisinopril 5mg/5ml oral solution sugar free,Lisinopril,2050501,3.02518E+16
4.51841E+14,Diltiazem 120mg modified-release capsules,Diltiazem 120mg modified-release capsules,Diltiazem hydrochloride,2060200,3.90232E+16
4.51941E+14,Diltiazem 180mg modified-release capsules,Diltiazem 180mg modified-release capsules,Diltiazem hydrochloride,2060200,3.90233E+16
4.52041E+14,Diltiazem 300mg modified-release capsules,Diltiazem 300mg modified-release capsules,Diltiazem hydrochloride,2060200,3.90236E+16
4.52141E+14,Diltiazem 90mg modified-release capsules,Diltiazem 90mg modified-release capsules,Diltiazem hydrochloride,2060200,3.90231E+16
4.52941E+14,Diltiazem 60mg modified-release capsules,Diltiazem 60mg modified-release capsules,Diltiazem hydrochloride,2060200,3.9023E+16
4.53741E+14,Diltiazem 240mg modified-release capsules,Diltiazem 240mg modified-release capsules,Diltiazem hydrochloride,2060200,3.90235E+16
4.53941E+14,Diltiazem 200mg modified-release capsules,Diltiazem 200mg modified-release capsules,Diltiazem hydrochloride,2060200,3.90234E+16
4.54041E+14,Diltiazem 60mg modified-release tablets,Diltiazem 60mg modified-release tablets,Diltiazem hydrochloride,2060200,3.90238E+16
4.58841E+14,Diltiazem 90mg modified-release tablets,Diltiazem 90mg modified-release tablets,Diltiazem hydrochloride,2060200,3.90239E+16
4.59641E+14,Diltiazem 120mg modified-release tablets,Diltiazem 120mg modified-release tablets,Diltiazem hydrochloride,2060200,3.9024E+16
5.68041E+14,Felodipine 2.5mg modified-release tablets,Felodipine 2.5mg modified-release tablets,Felodipine,2060200,3.90203E+16
5.69041E+14,Felodipine 10mg modified-release tablets,Felodipine 10mg modified-release tablets,Felodipine,2060200,3.90205E+16
5.69141E+14,Felodipine 5mg modified-release tablets,Felodipine 5mg modified-release tablets,Felodipine,2060200,3.90206E+16
7.84641E+14,Isradipine 2.5mg tablets,Isradipine 2.5mg tablets,Isradipine,2060200,319280009
8.17541E+14,Lacidipine 2mg tablets,Lacidipine 2mg tablets,Lacidipine,2060200,319300008
8.17641E+14,Lacidipine 4mg tablets,Lacidipine 4mg tablets,Lacidipine,2060200,319301007
8.25941E+14,Lercanidipine 10mg tablets,Lercanidipine 10mg tablets,Lercanidipine hydrochloride,2060200,319316005
9.67141E+14,Nicardipine 30mg capsules,Nicardipine 30mg capsules,Nicardipine hydrochloride,2060200,319218009
9.67241E+14,Nifedipine 10mg capsules,Nifedipine 10mg capsules,Nifedipine,2060200,319223009
9.67341E+14,Nifedipine 5mg capsules,Nifedipine 5mg capsules,Nifedipine,2060200,319222004
9.67741E+14,Nicardipine 20mg capsules,Nicardipine 20mg capsules,Nicardipine hydrochloride,2060200,319217004
9.70741E+14,Nimodipine 10mg/50ml solution for infusion vials,Nimodipine 10mg/50ml solution for infusion vials,Nimodipine,2060200,3.60317E+16
9.70941E+14,Nifedipine 20mg modified-release tablets,Nifedipine 20mg modified-release tablets,Nifedipine,2060200,3.90228E+16
9.71141E+14,Nifedipine 10mg modified-release capsules,Nifedipine 10mg modified-release capsules,Nifedipine,2060200,3.90229E+16
9.71241E+14,Nifedipine 30mg modified-release tablets,Nifedipine 30mg modified-release tablets,Nifedipine,2060200,3.91117E+16
9.71341E+14,Nifedipine 60mg modified-release tablets,Nifedipine 60mg modified-release tablets,Nifedipine,2060200,3.90226E+16
9.71441E+14,Nicardipine 30mg modified-release capsules,Nicardipine 30mg modified-release capsules,Nicardipine hydrochloride,2060200,3.90217E+16
9.71541E+14,Nicardipine 45mg modified-release capsules,Nicardipine 45mg modified-release capsules,Nicardipine hydrochloride,2060200,3.90218E+16
9.71841E+14,Nifedipine 10mg modified-release tablets,Nifedipine 10mg modified-release tablets,Nifedipine,2060200,3.90227E+16
9.72141E+14,Nisoldipine 10mg modified-release tablets,Nisoldipine 10mg modified-release tablets,Nisoldipine,2060200,3.60318E+16
9.72241E+14,Nisoldipine 20mg modified-release tablets,Nisoldipine 20mg modified-release tablets,Nisoldipine,2060200,3.60319E+16
9.72341E+14,Nisoldipine 30mg modified-release tablets,Nisoldipine 30mg modified-release tablets,Nisoldipine,2060200,3.6032E+16
9.72441E+14,Nifedipine 40mg modified-release tablets,Nifedipine 40mg modified-release tablets,Nifedipine,2060200,3.91076E+16
9.74141E+14,Nifedipine 20mg modified-release capsules,Nifedipine 20mg modified-release capsules,Nifedipine,2060200,3.90225E+16
9.77441E+14,Nimodipine 30mg tablets,Nimodipine 30mg tablets,Nimodipine,2060200,323273000
1.50904E+15,Verapamil 120mg modified-release tablets,Verapamil 120mg modified-release tablets,Verapamil hydrochloride,2060200,3.53679E+16
1.50914E+15,Verapamil 240mg modified-release tablets,Verapamil 240mg modified-release tablets,Verapamil hydrochloride,2060200,3.87502E+16
1.50984E+15,Verapamil 40mg/5ml oral solution sugar free,Verapamil 40mg/5ml oral solution sugar free,Verapamil hydrochloride,2060200,4.13941E+15
1.51114E+15,Verapamil 120mg modified-release capsules,Verapamil 120mg modified-release capsules,Verapamil hydrochloride,2060200,3.6565E+16
1.51124E+15,Verapamil 180mg modified-release capsules,Verapamil 180mg modified-release capsules,Verapamil hydrochloride,2060200,3.61494E+16
1.51134E+15,Verapamil 240mg modified-release capsules,Verapamil 240mg modified-release capsules,Verapamil hydrochloride,2060200,3.9021E+16
1.51294E+15,Verapamil 120mg tablets,Verapamil 120mg tablets,Verapamil hydrochloride,2060200,318206008
1.51314E+15,Verapamil 160mg tablets,Verapamil 160mg tablets,Verapamil hydrochloride,2060200,318248001
1.51324E+15,Verapamil 40mg tablets,Verapamil 40mg tablets,Verapamil hydrochloride,2060200,318204006
1.51334E+15,Verapamil 80mg tablets,Verapamil 80mg tablets,Verapamil hydrochloride,2060200,318205007
1.77874E+15,Nifedipine 30mg modified-release capsules,Nifedipine 30mg modified-release capsules,Nifedipine,2060200,3.91075E+16
1.77884E+15,Nifedipine 60mg modified-release capsules,Nifedipine 60mg modified-release capsules,Nifedipine,2060200,3.88965E+16
1.80034E+15,Diltiazem 360mg modified-release capsules,Diltiazem 360mg modified-release capsules,Diltiazem hydrochloride,2060200,3.90237E+16
2.63934E+15,Nifedipine 20mg/ml oral drops,Nifedipine 20mg/ml oral drops,Nifedipine,2060200,9.09681E+15
3.03804E+15,Amlodipine 5mg tablets,Amlodipine 5mg tablets,Amlodipine,2060200,3.9732E+16
3.03814E+15,Amlodipine 10mg tablets,Amlodipine 10mg tablets,Amlodipine,2060200,3.97319E+16
3.90874E+15,Lercanidipine 20mg tablets,Lercanidipine 20mg tablets,Lercanidipine hydrochloride,2060200,1.02259E+16
3.96374E+15,Amlodipine 10mg/5ml oral suspension,Amlodipine 10mg/5ml oral suspension,Amlodipine,2060200,8.27811E+15
4.02144E+15,Amlodipine 5mg / Valsartan 80mg tablets,Amlodipine 5mg / Valsartan 80mg tablets,Amlodipine besilate/ Valsartan,2060200,1.11603E+16
4.02154E+15,Amlodipine 5mg / Valsartan 160mg tablets,Amlodipine 5mg / Valsartan 160mg tablets,Amlodipine besilate/ Valsartan,2060200,1.11602E+16
4.02164E+15,Amlodipine 10mg / Valsartan 160mg tablets,Amlodipine 10mg / Valsartan 160mg tablets,Amlodipine besilate/ Valsartan,2060200,1.11601E+16
4.26034E+15,Verapamil 5mg/2ml solution for injection ampoules,Verapamil 5mg/2ml solution for injection ampoules,Verapamil hydrochloride,2060200,3.61496E+16
4.50804E+15,Amlodipine 5mg/5ml oral solution sugar free,Amlodipine 5mg/5ml oral solution sugar free,Amlodipine,2060200,2.98263E+16
4.89774E+15,Amlodipine 1.5mg/5ml oral suspension,Amlodipine 1.5mg/5ml oral suspension,Amlodipine,2060200,1.57735E+16
4.95374E+15,Diltiazem 60mg/5ml oral suspension,Diltiazem 60mg/5ml oral suspension,Diltiazem hydrochloride,2060200,8.45691E+15
5.05624E+15,Nifedipine 5mg/5ml oral suspension,Nifedipine 5mg/5ml oral suspension,Nifedipine,2060200,8.67031E+15
5.40254E+15,Nifedipine 2.5mg/5ml oral suspension,Nifedipine 2.5mg/5ml oral suspension,Nifedipine,2060200,1.23033E+16
5.49024E+15,Amlodipine 5mg/5ml oral solution,Amlodipine 5mg/5ml oral solution,Amlodipine,2060200,1.38925E+16
5.88874E+15,Amlodipine 5mg/5ml oral suspension,Amlodipine 5mg/5ml oral suspension,Amlodipine,2060200,8.27831E+15
5.97374E+15,Nifedipine 10mg/5ml oral suspension,Nifedipine 10mg/5ml oral suspension,Nifedipine,2060200,8.67011E+15
5.99194E+15,Diltiazem 60mg/5ml oral solution,Diltiazem 60mg/5ml oral solution,Diltiazem hydrochloride,2060200,8.45701E+15
7.74064E+15,Amlodipine 10mg/5ml oral solution,Amlodipine 10mg/5ml oral solution,Amlodipine,2060200,2.0478E+16
7.74754E+15,Trimetazidine 20mg tablets,Trimetazidine 20mg tablets,Trimetazidine dihydrochloride,2060200,1.52439E+16
1.03874E+16,Amlodipine 10mg/5ml oral solution sugar free,Amlodipine 10mg/5ml oral solution sugar free,Amlodipine,2060200,2.98262E+16
1.04958E+16,Trimetazidine 35mg modified-release tablets,Trimetazidine 35mg modified-release tablets,Trimetazidine dihydrochloride,2060200,2.04561E+16
1.26822E+16,Amlodipine 5mg/5ml oral suspension sugar free,Amlodipine 5mg/5ml oral suspension sugar free,Amlodipine,2060200,3.62373E+16
1.33444E+16,Lacidipine 6mg tablets,Lacidipine 6mg tablets,Lacidipine,2060200,3.80193E+16
1.34222E+16,Amlodipine 2.5mg tablets,Amlodipine 2.5mg tablets,Amlodipine,2060200,429828006
7.4641E+13,Aprinox 5mg tablets (Amdipharm Plc),Aprinox 5mg tablets,Bendroflumethiazide,2020100,1.20911E+14
7.42841E+14,Hygroton 50mg tablets (Alliance Pharmaceuticals Ltd),Hygroton 50mg tablets,Chlortalidone,2020100,2.85911E+14
9.55341E+14,Natrilix 2.5mg tablets (Servier Laboratories Ltd),Natrilix 2.5mg tablets,Indapamide hemihydrate,2020100,3.21811E+14
4.70741E+14,Diurexan 20mg tablets (Mylan),Diurexan 20mg tablets,Xipamide,2020100,3.48911E+14
7.69741E+14,Nindaxa 2.5 tablets (Ashbourne Pharmaceuticals Ltd),Nindaxa 2.5 tablets,Indapamide hemihydrate,2020100,4.24311E+14
9.53141E+14,Natrilix SR 1.5mg tablets (Servier Laboratories Ltd),Natrilix SR 1.5mg tablets,Indapamide,2020100,4.56611E+14
9.55441E+14,Navidrex 500microgram tablets (Advanz Pharma),Navidrex 500microgram tablets,Cyclopenthiazide,2020100,4.87811E+14
7.4541E+13,Aprinox 2.5mg tablets (Advanz Pharma),Aprinox 2.5mg tablets,Bendroflumethiazide,2020100,6.72111E+14
9.65341E+14,Neo-Naclex 5mg tablets (Mercury Pharma Group Ltd),Neo-Naclex 5mg tablets,Bendroflumethiazide,2020100,8.17911E+14
4.57124E+15,Ethibide XL 1.5mg tablets (Genus Pharmaceuticals Ltd),Ethibide XL 1.5mg tablets,Indapamide,2020100,1.38248E+16
4.65674E+15,Tensaid XL 1.5mg tablets (Mylan),Tensaid XL 1.5mg tablets,Indapamide,2020100,1.42422E+16
1.42074E+15,Tenormin 5mg/10ml solution for injection ampoules (AstraZeneca UK Ltd),Tenormin 5mg/10ml solution for injection ampoules,Atenolol,2040000,9.111E+12
1.95254E+15,Cardicor 5mg tablets (Merck Serono Ltd),Cardicor 5mg tablets,Bisoprolol fumarate,2040000,1.9711E+13
2.26754E+15,Syprol 10mg/5ml oral solution (Rosemont Pharmaceuticals Ltd),Syprol 10mg/5ml oral solution,Propranolol hydrochloride,2040000,2.8711E+13
1.46934E+15,Trandate 50mg tablets (RPH Pharmaceuticals AB),Trandate 50mg tablets,Labetalol hydrochloride,2040000,4.2611E+13
1.46914E+15,Trandate 200mg tablets (RPH Pharmaceuticals AB),Trandate 200mg tablets,Labetalol hydrochloride,2040000,7.7311E+13
1.13274E+15,Prestim tablets (Meda Pharmaceuticals Ltd),Prestim tablets,Bendroflumethiazide/ Timolol maleate,2040000,9.8411E+13
9.0741E+13,Atenix Co 100 tablets (Ashbourne Pharmaceuticals Ltd),Atenix Co 100 tablets,Atenolol/ Chlortalidone,2040000,1.01411E+14
1.44141E+14,Beta-Cardone 80mg tablets (Focus Pharmaceuticals Ltd),Beta-Cardone 80mg tablets,Sotalol hydrochloride,2040000,1.04011E+14
8.50941E+14,Lopresor 50mg tablets (Recordati Pharmaceuticals Ltd),Lopresor 50mg tablets,Metoprolol tartrate,2040000,1.13511E+14
1.42644E+15,Tenormin 100mg tablets (AstraZeneca UK Ltd),Tenormin 100mg tablets,Atenolol,2040000,1.62411E+14
9.0541E+13,Atenix 100 tablets (Ashbourne Pharmaceuticals Ltd),Atenix 100 tablets,Atenolol,2040000,1.81611E+14
7.93741E+14,Kalten capsules (M & A Pharmachem Ltd),Kalten capsules,Amiloride hydrochloride/ Atenolol/ Hydrochlorothiazide,2040000,2.37011E+14
2.92914E+15,Slo-Pro 160mg capsules (Mylan),Slo-Pro 160mg capsules,Propranolol hydrochloride,2040000,2.40711E+14
9.2541E+13,Atenix 50 tablets (Ashbourne Pharmaceuticals Ltd),Atenix 50 tablets,Atenolol,2040000,2.71911E+14
1.42634E+15,Tenoretic 100mg/25mg tablets (AstraZeneca UK Ltd),Tenoretic 100mg/25mg tablets,Atenolol/ Chlortalidone,2040000,2.88711E+14
2.26744E+15,Syprol 5mg/5ml oral solution (Rosemont Pharmaceuticals Ltd),Syprol 5mg/5ml oral solution,Propranolol hydrochloride,2040000,2.95911E+14
1.27824E+15,Sectral 400mg tablets (Sanofi),Sectral 400mg tablets,Acebutolol hydrochloride,2040000,2.98111E+14
1.42874E+15,Tenormin 25mg tablets (AstraZeneca UK Ltd),Tenormin 25mg tablets,Atenolol,2040000,3.17111E+14
1.42454E+15,Tenormin 25mg/5ml syrup (AstraZeneca UK Ltd),Tenormin 25mg/5ml syrup,Atenolol,2040000,3.73311E+14
1.95264E+15,Cardicor 7.5mg tablets (Merck Serono Ltd),Cardicor 7.5mg tablets,Bisoprolol fumarate,2040000,4.04511E+14
2.63814E+15,Bipranix 10mg tablets (Ashbourne Pharmaceuticals Ltd),Bipranix 10mg tablets,Bisoprolol fumarate,2040000,4.05411E+14
1.42654E+15,Tenormin LS 50mg tablets (AstraZeneca UK Ltd),Tenormin LS 50mg tablets,Atenolol,2040000,4.23911E+14
1.36604E+15,Sotacor 160mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Sotacor 160mg tablets,Sotalol hydrochloride,2040000,4.46211E+14
1.43941E+14,Beta-Cardone 200mg tablets (Advanz Pharma),Beta-Cardone 200mg tablets,Sotalol hydrochloride,2040000,4.47111E+14
1.36614E+15,Sotacor 80mg tablets (Neon Healthcare Ltd),Sotacor 80mg tablets,Sotalol hydrochloride,2040000,4.63811E+14
1.34744E+15,Slow-Trasicor 160mg tablets (Advanz Pharma),Slow-Trasicor 160mg tablets,Oxprenolol hydrochloride,2040000,4.73011E+14
2.33241E+14,Celectol 400mg tablets (Neon Healthcare Ltd),Celectol 400mg tablets,Celiprolol hydrochloride,2040000,4.79211E+14
9.1841E+13,Atenix 25 tablets (Ashbourne Pharmaceuticals Ltd),Atenix 25 tablets,Atenolol,2040000,4.82511E+14
5.13941E+14,Emcor LS 5mg tablets (Merck Serono Ltd),Emcor LS 5mg tablets,Bisoprolol fumarate,2040000,4.83911E+14
2.63804E+15,Bipranix 5mg tablets (Ashbourne Pharmaceuticals Ltd),Bipranix 5mg tablets,Bisoprolol fumarate,2040000,5.01211E+14
1.33141E+14,Beta-Prograne 160mg modified-release capsules (Tillomed Laboratories Ltd),Beta-Prograne 160mg modified-release capsules,Propranolol hydrochloride,2040000,5.10611E+14
2.80204E+15,Soloc 10mg tablets (Mercury Pharma Group Ltd),Soloc 10mg tablets,Bisoprolol fumarate,2040000,5.44711E+14
1.24241E+14,Bedranol SR 160mg capsules (Sandoz Ltd),Bedranol SR 160mg capsules,Propranolol hydrochloride,2040000,5.49611E+14
2.71184E+15,Bedranol SR 80mg capsules (Sandoz Ltd),Bedranol SR 80mg capsules,Propranolol hydrochloride,2040000,5.73711E+14
1.95234E+15,Cardicor 2.5mg tablets (Merck Serono Ltd),Cardicor 2.5mg tablets,Bisoprolol fumarate,2040000,6.28711E+14
9.2441E+13,Atenix Co 50 tablets (Ashbourne Pharmaceuticals Ltd),Atenix Co 50 tablets,Atenolol/ Chlortalidone,2040000,6.29011E+14
1.26814E+15,Sectral 100mg capsules (Sanofi),Sectral 100mg capsules,Acebutolol hydrochloride,2040000,6.32811E+14
1.46904E+15,Trandate 100mg tablets (RPH Pharmaceuticals AB),Trandate 100mg tablets,Labetalol hydrochloride,2040000,6.39011E+14
1.46924E+15,Trandate 400mg tablets (RPH Pharmaceuticals AB),Trandate 400mg tablets,Labetalol hydrochloride,2040000,6.74711E+14
1.35854E+15,Sotacor 40mg/4ml solution for injection ampoules (Bristol-Myers Squibb Pharmaceuticals Ltd),Sotacor 40mg/4ml solution for injection ampoules,Sotalol hydrochloride,2040000,6.94711E+14
1.95224E+15,Cardicor 1.25mg tablets (Merck Serono Ltd),Cardicor 1.25mg tablets,Bisoprolol fumarate,2040000,7.12511E+14
6.60741E+14,Half Beta-Prograne 80mg modified-release capsules (Tillomed Laboratories Ltd),Half Beta-Prograne 80mg modified-release capsules,Propranolol hydrochloride,2040000,7.24111E+14
1.79614E+15,Nebilet 5mg tablets (A. Menarini Farmaceutica Internazionale SRL),Nebilet 5mg tablets,Nebivolol hydrochloride,2040000,7.26011E+14
8.50841E+14,Lopresor 100mg tablets (Recordati Pharmaceuticals Ltd),Lopresor 100mg tablets,Metoprolol tartrate,2040000,7.56911E+14
1.95244E+15,Cardicor 3.75mg tablets (Merck Serono Ltd),Cardicor 3.75mg tablets,Bisoprolol fumarate,2040000,8.23111E+14
2.26764E+15,Syprol 50mg/5ml oral solution (Rosemont Pharmaceuticals Ltd),Syprol 50mg/5ml oral solution,Propranolol hydrochloride,2040000,8.23311E+14
1.42624E+15,Tenoret 50mg/12.5mg tablets (AstraZeneca UK Ltd),Tenoret 50mg/12.5mg tablets,Atenolol/ Chlortalidone,2040000,8.25011E+14
2.80194E+15,Soloc 5mg tablets (Mercury Pharma Group Ltd),Soloc 5mg tablets,Bisoprolol fumarate,2040000,8.59411E+14
2.36141E+14,Celectol 200mg tablets (Neon Healthcare Ltd),Celectol 200mg tablets,Celiprolol hydrochloride,2040000,8.64811E+14
1.95274E+15,Cardicor 10mg tablets (Merck Serono Ltd),Cardicor 10mg tablets,Bisoprolol fumarate,2040000,8.90111E+14
1.44041E+14,Beta-Cardone 40mg tablets (Focus Pharmaceuticals Ltd),Beta-Cardone 40mg tablets,Sotalol hydrochloride,2040000,9.00511E+14
8.51041E+14,Lopresor SR 200mg tablets (Recordati Pharmaceuticals Ltd),Lopresor SR 200mg tablets,Metoprolol tartrate,2040000,9.16111E+14
1.26824E+15,Sectral 200mg capsules (Sanofi),Sectral 200mg capsules,Acebutolol hydrochloride,2040000,9.25711E+14
1.41494E+15,Tenif 50mg/20mg modified-release capsules (AstraZeneca UK Ltd),Tenif 50mg/20mg modified-release capsules,Atenolol/ Nifedipine,2040000,3.14251E+15
1.24341E+14,Beta-Adalat modified-release capsules (Bayer Plc),Beta-Adalat modified-release capsules,Atenolol/ Nifedipine,2040000,3.14271E+15
1.31141E+14,Betaloc I.V. 5mg/5ml solution for injection ampoules (Recordati Pharmaceuticals Ltd),Betaloc I.V. 5mg/5ml solution for injection ampoules,Metoprolol tartrate,2040000,3.61571E+15
1.52394E+15,Viskaldix tablets (Advanz Pharma),Viskaldix tablets,Clopamide/ Pindolol,2040000,3.63841E+15
3.75341E+14,Corgard 80mg tablets (Sanofi),Corgard 80mg tablets,Nadolol,2040000,3.68741E+15
1.52404E+15,Visken 5mg tablets (Advanz Pharma),Visken 5mg tablets,Pindolol,2040000,3.70611E+15
1.52514E+15,Visken 15mg tablets (Advanz Pharma),Visken 15mg tablets,Pindolol,2040000,3.88741E+15
2.86604E+15,Vivacor 5mg tablets (Lexon (UK) Ltd),Vivacor 5mg tablets,Bisoprolol fumarate,2040000,9.10581E+15
2.86614E+15,Vivacor 10mg tablets (Lexon (UK) Ltd),Vivacor 10mg tablets,Bisoprolol fumarate,2040000,9.73931E+15
5.65524E+15,Brevibloc Premixed 100mg/10ml solution for injection vials (Baxter Healthcare Ltd),Brevibloc Premixed 100mg/10ml solution for injection vials,Esmolol hydrochloride,2040000,1.00703E+16
4.20224E+15,Esmolol 100mg/10ml solution for injection vials,Esmolol 100mg/10ml solution for injection vials,Esmolol hydrochloride,2040000,3.58933E+16
2.16441E+14,Capozide 25mg/50mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Capozide 25mg/50mg tablets,Captopril/ Hydrochlorothiazide,2050501,1.7311E+13
1.76994E+15,Tritace 10mg capsules (Sanofi),Tritace 10mg capsules,Ramipril,2050501,4.3711E+13
3.77541E+14,Coversyl 2mg tablets (Servier Laboratories Ltd),Coversyl 2mg tablets,Perindopril erbumine,2050501,4.8211E+13
1.1641E+13,Accupro 40mg tablets (Pfizer Ltd),Accupro 40mg tablets,Quinapril hydrochloride,2050501,8.6411E+13
1.45554E+15,Tritace 1.25mg capsules (Aventis Pharma),Tritace 1.25mg capsules,Ramipril,2050501,1.11611E+14
2.14141E+14,Capoten 12.5mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Capoten 12.5mg tablets,Captopril,2050501,1.34511E+14
7.70141E+14,Innozide 20mg/12.5mg tablets (Organon Pharma (UK) Ltd),Innozide 20mg/12.5mg tablets,Enalapril maleate/ Hydrochlorothiazide,2050501,1.46811E+14
2.94584E+15,Ecopace 12.5mg tablets (Advanz Pharma),Ecopace 12.5mg tablets,Captopril,2050501,2.21411E+14
1.3241E+13,Accupro 10mg tablets (Pfizer Ltd),Accupro 10mg tablets,Quinapril hydrochloride,2050501,2.31111E+14
1.1241E+13,Accuretic 10mg/12.5mg tablets (Pfizer Ltd),Accuretic 10mg/12.5mg tablets,Hydrochlorothiazide/ Quinapril hydrochloride,2050501,2.60211E+14
1.3141E+13,Acezide 25mg/50mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Acezide 25mg/50mg tablets,Captopril/ Hydrochlorothiazide,2050501,2.63311E+14
7.69241E+14,Innovace 20mg tablets (Organon Pharma (UK) Ltd),Innovace 20mg tablets,Enalapril maleate,2050501,3.02311E+14
7.69041E+14,Innovace 10mg tablets (Organon Pharma (UK) Ltd),Innovace 10mg tablets,Enalapril maleate,2050501,3.16111E+14
2.14341E+14,Capoten 50mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Capoten 50mg tablets,Captopril,2050501,3.86611E+14
1.91864E+15,Pralenal 2.5 tablets (Opus Pharmaceuticals Ltd),Pralenal 2.5 tablets,Enalapril maleate,2050501,4.48611E+14
2.14241E+14,Capoten 25mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Capoten 25mg tablets,Captopril,2050501,4.55611E+14
1.62214E+15,Kaplon 25mg tablets (Teva UK Ltd),Kaplon 25mg tablets,Captopril,2050501,4.77111E+14
1.91894E+15,Pralenal 20 tablets (Opus Pharmaceuticals Ltd),Pralenal 20 tablets,Enalapril maleate,2050501,5.08511E+14
1.0941E+13,Acepril 25mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Acepril 25mg tablets,Captopril,2050501,5.17711E+14
2.14574E+15,Tanatril 20mg tablets (Mitsubishi Tanabe Pharma Europe Ltd),Tanatril 20mg tablets,Imidapril hydrochloride,2050501,5.33511E+14
2.73954E+15,Coversyl Plus tablets (Servier Laboratories Ltd),Coversyl Plus tablets,Indapamide/ Perindopril erbumine,2050501,5.62511E+14
1.62224E+15,Kaplon 50mg tablets (Teva UK Ltd),Kaplon 50mg tablets,Captopril,2050501,5.72511E+14
1.91874E+15,Pralenal 5 tablets (Opus Pharmaceuticals Ltd),Pralenal 5 tablets,Enalapril maleate,2050501,5.78511E+14
1.3441E+13,Accupro 5mg tablets (Pfizer Ltd),Accupro 5mg tablets,Quinapril hydrochloride,2050501,5.82611E+14
1.55204E+15,Zestril 2.5mg tablets (AstraZeneca UK Ltd),Zestril 2.5mg tablets,Lisinopril,2050501,5.93111E+14
2.92844E+15,Tensopril 25mg tablets (Teva UK Ltd),Tensopril 25mg tablets,Captopril,2050501,5.97511E+14
2.92854E+15,Tensopril 50mg tablets (Teva UK Ltd),Tensopril 50mg tablets,Captopril,2050501,6.53111E+14
1.0841E+13,Acepril 12.5mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Acepril 12.5mg tablets,Captopril,2050501,6.60111E+14
2.92834E+15,Tensopril 12.5mg tablets (Teva UK Ltd),Tensopril 12.5mg tablets,Captopril,2050501,6.73711E+14
1.75384E+15,Tanatril 10mg tablets (Mitsubishi Tanabe Pharma Europe Ltd),Tanatril 10mg tablets,Imidapril hydrochloride,2050501,6.80811E+14
