medcodeid,term,condition
8.4911E+13,Multiple complications due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
7.96691E+15,Neuropathic arthropathy due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
7.96692E+15,Neuropathic arthropathy due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.22211E+16,Neuropathy due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
345486016,Neuropathy due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
345487013,Neuropathy due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
8.81501E+14,Neuropathy due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.27252E+16,Other specified diabetes mellitus with coma (disorder),Q code group Type 2 diabetes 
9.32641E+14,Other specified diabetes mellitus with coma (disorder),Q code group Type 2 diabetes 
2.80561E+14,Peripheral angiopathy due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
459306016,Peripheral angiopathy due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
459308015,Peripheral angiopathy due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
8.4591E+13,Peripheral angiopathy due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
8.4961E+13,Peripheral angiopathy due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.24854E+16,Peripheral circulatory disorder due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.16581E+14,Peripheral circulatory disorder due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.74961E+14,Peripheral circulatory disorder due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.985E+15,Peripheral circulatory disorder due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.98501E+15,Peripheral circulatory disorder due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.2336E+16,Peripheral vascular disorder due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.2336E+16,Peripheral vascular disorder due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.27044E+16,Peripheral vascular disorder due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.3791E+13,Peripheral vascular disorder due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
292523015,Peripheral vascular disorder due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.16441E+14,Peripheral vascular disorder due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.98004E+15,Peripheral vascular disorder due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
7.72141E+14,Peripheral vascular disorder due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
7.87101E+14,Peripheral vascular disorder due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
9.13921E+14,Peripheral vascular disorder due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.95909E+15,Persistent microalbuminuria due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
9.28561E+14,Persistent microalbuminuria due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
9.28571E+14,Persistent microalbuminuria due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.98162E+15,Persistent proteinuria due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
9.28541E+14,Persistent proteinuria due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
9.28551E+14,Persistent proteinuria due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.23637E+16,Polyneuropathy co-occurrent and due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
2.80541E+14,Polyneuropathy co-occurrent and due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
7.70812E+15,Polyneuropathy co-occurrent and due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
8.4601E+13,Polyneuropathy co-occurrent and due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
8.4971E+13,Polyneuropathy co-occurrent and due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
9.14241E+14,Polyneuropathy co-occurrent and due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
9.14251E+14,Polyneuropathy co-occurrent and due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.21854E+16,Polyneuropathy due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.21854E+16,Polyneuropathy due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
2.14921E+14,Polyneuropathy due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.16451E+14,Polyneuropathy due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
7.71401E+14,Polyneuropathy due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
82373015,Polyneuropathy due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
9.13801E+14,Polyneuropathy due to diabetes mellitus (disorder),Q code group Type 2 diabetes 
2.80531E+14,Renal disorder due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
5.87521E+14,Renal disorder due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.16551E+14,Renal disorder due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.95128E+15,Renal disorder due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
8.4551E+13,Renal disorder due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
8.4611E+13,Renal disorder due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
8.4921E+13,Renal disorder due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
8.4981E+13,Renal disorder due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
9.14031E+14,Renal disorder due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
9.14041E+14,Renal disorder due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
9.14261E+14,Renal disorder due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
9.14271E+14,Renal disorder due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.23365E+16,Retinopathy due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.23365E+16,Retinopathy due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.2705E+16,Retinopathy due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.41581E+14,Retinopathy due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.98251E+15,Retinopathy due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
6.98252E+15,Retinopathy due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
8.4621E+13,Retinopathy due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
8.4991E+13,Retinopathy due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
9.14151E+14,Retinopathy due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
9.14161E+14,Retinopathy due to type 2 diabetes mellitus (disorder),Q code group Type 2 diabetes 
15518018,Secondary diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.89721E+14,Secondary diabetes mellitus (disorder),Q code group Type 2 diabetes 
356078011,Secondary endocrine diabetes mellitus (disorder),Q code group Type 2 diabetes 
1.27041E+14,Steroid-induced diabetes (disorder),Q code group Type 2 diabetes 
6.16241E+14,Steroid-induced diabetes (disorder),Q code group Type 2 diabetes 
1.27051E+14,Steroid-induced diabetes mellitus without complication (disorder),Q code group Type 2 diabetes 
2.28806E+15,Type II diabetes mellitus in remission (disorder),Q code group Type 2 diabetes 
2.28807E+15,Type II diabetes mellitus in remission (disorder),Q code group Type 2 diabetes 
2.81171E+14,Type II diabetes mellitus uncontrolled (finding),Q code group Type 2 diabetes 
292589019,Type II diabetes mellitus uncontrolled (finding),Q code group Type 2 diabetes 
292590011,Type II diabetes mellitus uncontrolled (finding),Q code group Type 2 diabetes 
7.28151E+15,Type II diabetes mellitus uncontrolled (finding),Q code group Type 2 diabetes 
8.4481E+13,Type II diabetes mellitus uncontrolled (finding),Q code group Type 2 diabetes 
8.4851E+13,Type II diabetes mellitus uncontrolled (finding),Q code group Type 2 diabetes 
1.24508E+16,Type II diabetes mellitus with gangrene (disorder),Q code group Type 2 diabetes 
1.24508E+16,Type II diabetes mellitus with gangrene (disorder),Q code group Type 2 diabetes 
1.24541E+16,Type II diabetes mellitus with gangrene (disorder),Q code group Type 2 diabetes 
2.81181E+14,Type II diabetes mellitus with neuropathic arthropathy (disorder),Q code group Type 2 diabetes 
459312014,Type II diabetes mellitus with neuropathic arthropathy (disorder),Q code group Type 2 diabetes 
459313016,Type II diabetes mellitus with neuropathic arthropathy (disorder),Q code group Type 2 diabetes 
8.4571E+13,Type II diabetes mellitus with neuropathic arthropathy (disorder),Q code group Type 2 diabetes 
8.4941E+13,Type II diabetes mellitus with neuropathic arthropathy (disorder),Q code group Type 2 diabetes 
2.80551E+14,Type II diabetes mellitus with ulcer (disorder),Q code group Type 2 diabetes 
292579018,Type II diabetes mellitus with ulcer (disorder),Q code group Type 2 diabetes 
292581016,Type II diabetes mellitus with ulcer (disorder),Q code group Type 2 diabetes 
8.4631E+13,Type II diabetes mellitus with ulcer (disorder),Q code group Type 2 diabetes 
8.5001E+13,Type II diabetes mellitus with ulcer (disorder),Q code group Type 2 diabetes 
457328010,Type II diabetes mellitus without complication (disorder),Q code group Type 2 diabetes 
457329019,Type II diabetes mellitus without complication (disorder),Q code group Type 2 diabetes 
457330012,Type II diabetes mellitus without complication (disorder),Q code group Type 2 diabetes 
6.16511E+14,Type II diabetes mellitus without complication (disorder),Q code group Type 2 diabetes 
8.4641E+13,Type II diabetes mellitus without complication (disorder),Q code group Type 2 diabetes 
8.5011E+13,Type II diabetes mellitus without complication (disorder),Q code group Type 2 diabetes 
1233307015,Wolfram syndrome (disorder),Q code group Type 2 diabetes 
1.80375E+15,Wolfram syndrome (disorder),Q code group Type 2 diabetes 
1.84853E+15,Wolfram syndrome (disorder),Q code group Type 2 diabetes 
3.64979E+15,Wolfram syndrome (disorder),Q code group Type 2 diabetes 
3.6498E+15,Wolfram syndrome (disorder),Q code group Type 2 diabetes 
3.64981E+15,Wolfram syndrome (disorder),Q code group Type 2 diabetes 
3.64984E+15,Wolfram syndrome (disorder),Q code group Type 2 diabetes 
7.85402E+15,"X-linked immune dysregulation, polyendocrinopathy, enteropathy syndrome (disorder)",Q code group Type 2 diabetes 
7.85403E+15,"X-linked immune dysregulation, polyendocrinopathy, enteropathy syndrome (disorder)",Q code group Type 2 diabetes 
