prodcodeid,term,condition
2.95524E+15,Zemret 240 XL capsules (Neolab Limited) (product),Q code group 2.6.2       Calcium Channel Blockers
2.95534E+15,Zemret 300 XL capsules (Neolab Limited) (product),Q code group 2.6.2       Calcium Channel Blockers
1.83304E+15,Zemtard 120 XL capsules (Galen Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
1.83314E+15,Zemtard 180 XL capsules (Galen Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
1.83324E+15,Zemtard 240 XL capsules (Galen Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
1.83334E+15,Zemtard 300 XL capsules (Galen Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
2.95234E+15,Zildil 90mg modified-release capsules (Chanelle Medical UK Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
2.95244E+15,Zildil SR 120mg capsules (Chanelle Medical UK Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
2.95224E+15,Zildil SR 60mg capsules (Chanelle Medical UK Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
2.64104E+15,Zolvera 40mg/5ml oral solution (Rosemont Pharmaceuticals Ltd) (product),Q code group 2.6.2       Calcium Channel Blockers
