medcodeid,term,condition
294845013,Recurrent major depressive episodes (disorder),Q code group Severe mental illness
3.96081E+14,Recurrent major depressive episodes (disorder),Q code group Severe mental illness
1.82801E+14,"Recurrent major depressive episodes, in partial remission (disorder)",Q code group Severe mental illness
8.23783E+15,"Recurrent major depressive episodes, in partial remission (disorder)",Q code group Severe mental illness
294837015,"Recurrent major depressive episodes, mild (disorder)",Q code group Severe mental illness
294838013,"Recurrent major depressive episodes, moderate (disorder)",Q code group Severe mental illness
1.82771E+14,"Recurrent major depressive episodes, severe (disorder)",Q code group Severe mental illness
1.19211E+16,"Recurrent major depressive episodes, severe, with psychosis (disorder)",Q code group Severe mental illness
294840015,"Recurrent major depressive episodes, severe, with psychosis (disorder)",Q code group Severe mental illness
4.24551E+14,"Recurrent major depressive episodes, severe, with psychosis (disorder)",Q code group Severe mental illness
4.24671E+14,"Recurrent major depressive episodes, severe, with psychosis (disorder)",Q code group Severe mental illness
1.75591E+15,"Recurrent major depressive episodes, severe, with psychosis, psychosis in remission (disorder)",Q code group Severe mental illness
8.23259E+15,"Recurrent major depressive episodes, severe, with psychosis, psychosis in remission (disorder)",Q code group Severe mental illness
294810017,Recurrent manic episodes (disorder),Q code group Severe mental illness
294811018,Recurrent manic episodes (disorder),Q code group Severe mental illness
294818012,Recurrent manic episodes (disorder),Q code group Severe mental illness
4.24661E+14,Recurrent manic episodes (disorder),Q code group Severe mental illness
294817019,"Recurrent manic episodes, in full remission (disorder)",Q code group Severe mental illness
1.82861E+14,"Recurrent manic episodes, in partial remission (disorder)",Q code group Severe mental illness
8.23782E+15,"Recurrent manic episodes, in remission (disorder)",Q code group Severe mental illness
294812013,"Recurrent manic episodes, mild (disorder)",Q code group Severe mental illness
294813015,"Recurrent manic episodes, moderate (disorder)",Q code group Severe mental illness
1.82871E+14,"Recurrent manic episodes, severe (disorder)",Q code group Severe mental illness
294815010,"Recurrent manic episodes, severe, with psychosis (disorder)",Q code group Severe mental illness
4.24681E+14,"Recurrent reactive depressive episodes, severe, with psychosis (disorder)",Q code group Severe mental illness
8.46496E+15,"Recurrent reactive depressive episodes, severe, with psychosis (disorder)",Q code group Severe mental illness
1.69061E+14,Residual schizophrenia (disorder),Q code group Severe mental illness
2.91636E+15,Residual schizophrenia (disorder),Q code group Severe mental illness
4.24841E+14,Residual schizophrenia (disorder),Q code group Severe mental illness
4.24931E+14,Residual schizophrenia (disorder),Q code group Severe mental illness
43595011,Residual schizophrenia (disorder),Q code group Severe mental illness
3.32868E+15,Residual schizophrenia in remission (disorder),Q code group Severe mental illness
3.32869E+15,Residual schizophrenia in remission (disorder),Q code group Severe mental illness
296095012,Schizoaffective disorder (disorder),Q code group Severe mental illness
296096013,Schizoaffective disorder (disorder),Q code group Severe mental illness
4.25541E+14,Schizoaffective disorder (disorder),Q code group Severe mental illness
4.25551E+14,Schizoaffective disorder (disorder),Q code group Severe mental illness
3.11804E+15,"Schizoaffective disorder, bipolar type (disorder)",Q code group Severe mental illness
3.87861E+15,"Schizoaffective disorder, depressive type (disorder)",Q code group Severe mental illness
4.25501E+14,"Schizoaffective disorder, depressive type (disorder)",Q code group Severe mental illness
4.25561E+14,"Schizoaffective disorder, depressive type (disorder)",Q code group Severe mental illness
4.25691E+14,"Schizoaffective disorder, depressive type (disorder)",Q code group Severe mental illness
4.25511E+14,"Schizoaffective disorder, manic type (disorder)",Q code group Severe mental illness
4.25571E+14,"Schizoaffective disorder, manic type (disorder)",Q code group Severe mental illness
4.25701E+14,"Schizoaffective disorder, manic type (disorder)",Q code group Severe mental illness
5.52457E+15,"Schizoaffective disorder, manic type (disorder)",Q code group Severe mental illness
3.76251E+14,"Schizoaffective disorder, mixed type (disorder)",Q code group Severe mental illness
3.98631E+14,"Schizoaffective disorder, mixed type (disorder)",Q code group Severe mental illness
4.25521E+14,"Schizoaffective disorder, mixed type (disorder)",Q code group Severe mental illness
5.51797E+15,"Schizoaffective disorder, mixed type (disorder)",Q code group Severe mental illness
1.55141E+14,Schizoaffective schizophrenia (disorder),Q code group Severe mental illness
1.55161E+14,Schizoaffective schizophrenia (disorder),Q code group Severe mental illness
294773015,Schizoaffective schizophrenia (disorder),Q code group Severe mental illness
7.8531E+13,Schizoaffective schizophrenia (disorder),Q code group Severe mental illness
8.82301E+14,Schizoaffective schizophrenia (disorder),Q code group Severe mental illness
1.55151E+14,Schizoaffective schizophrenia in remission (disorder),Q code group Severe mental illness
4.76394E+15,Schizoaffective schizophrenia in remission (disorder),Q code group Severe mental illness
4.76395E+15,Schizoaffective schizophrenia in remission (disorder),Q code group Severe mental illness
295049014,Schizoid personality disorder (disorder),Q code group Severe mental illness
295052018,Schizoid personality disorder (disorder),Q code group Severe mental illness
4.25591E+14,Schizoid personality disorder (disorder),Q code group Severe mental illness
88108012,Schizoid personality disorder (disorder),Q code group Severe mental illness
294728010,Schizophrenia (disorder),Q code group Severe mental illness
294789017,Schizophrenia (disorder),Q code group Severe mental illness
294790014,Schizophrenia (disorder),Q code group Severe mental illness
296040018,Schizophrenia (disorder),Q code group Severe mental illness
3.70631E+14,Schizophrenia (disorder),Q code group Severe mental illness
401764014,Schizophrenia (disorder),Q code group Severe mental illness
401855010,Schizophrenia (disorder),Q code group Severe mental illness
4.25601E+14,Schizophrenia (disorder),Q code group Severe mental illness
4.25681E+14,Schizophrenia (disorder),Q code group Severe mental illness
4.25711E+14,Schizophrenia (disorder),Q code group Severe mental illness
2.57794E+15,Schizophrenia in remission (disorder),Q code group Severe mental illness
9225016,Schizophrenia in remission (disorder),Q code group Severe mental illness
294725013,Schizophrenic disorders (disorder),Q code group Severe mental illness
8.82281E+14,Schizophrenic disorders (disorder),Q code group Severe mental illness
8.82291E+14,Schizophrenic disorders (disorder),Q code group Severe mental illness
4.23271E+14,Schizophrenic prodrome (disorder),Q code group Severe mental illness
4.23471E+14,Schizophrenic prodrome (disorder),Q code group Severe mental illness
5.24896E+15,Schizophrenic prodrome (disorder),Q code group Severe mental illness
3.94614E+15,Schizophreniform disorder (disorder),Q code group Severe mental illness
1.55281E+14,Schizotypal personality disorder (disorder),Q code group Severe mental illness
3.00026E+15,Schizotypal personality disorder (disorder),Q code group Severe mental illness
401856011,Schizotypal personality disorder (disorder),Q code group Severe mental illness
4.23731E+14,Schizotypal personality disorder (disorder),Q code group Severe mental illness
4.23741E+14,Schizotypal personality disorder (disorder),Q code group Severe mental illness
4.25731E+14,Schizotypal personality disorder (disorder),Q code group Severe mental illness
6.35762E+15,Severe bipolar I disorder (disorder),Q code group Severe mental illness
3.174E+15,"Severe bipolar I disorder, single manic episode with psychotic features (disorder)",Q code group Severe mental illness
2.7152E+15,"Severe bipolar I disorder, single manic episode with psychotic features, mood-congruent (disorder)",Q code group Severe mental illness
3.89899E+15,"Severe bipolar I disorder, single manic episode with psychotic features, mood-incongruent (disorder)",Q code group Severe mental illness
2.72964E+15,"Severe bipolar I disorder, single manic episode without psychotic features (disorder)",Q code group Severe mental illness
6.35765E+15,Severe bipolar II disorder (disorder),Q code group Severe mental illness
2.99156E+15,"Severe bipolar II disorder, most recent episode major depressive with psychotic features (disorder)",Q code group Severe mental illness
2.80635E+15,"Severe bipolar II disorder, most recent episode major depressive with psychotic features, mood-congruent (disorder)",Q code group Severe mental illness
2.83351E+15,"Severe bipolar II disorder, most recent episode major depressive with psychotic features, mood-incongruent (disorder)",Q code group Severe mental illness
3.82247E+15,"Severe bipolar II disorder, most recent episode major depressive without psychotic features (disorder)",Q code group Severe mental illness
2.70596E+15,"Severe bipolar II disorder, most recent episode major depressive, in full remission (disorder)",Q code group Severe mental illness
3.58942E+15,"Severe bipolar II disorder, most recent episode major depressive, in partial remission (disorder)",Q code group Severe mental illness
3.07524E+15,"Severe bipolar II disorder, most recent episode major depressive, in remission (disorder)",Q code group Severe mental illness
6.35763E+15,Severe bipolar disorder (disorder),Q code group Severe mental illness
8.2171E+13,Severe bipolar disorder with psychotic features (disorder),Q code group Severe mental illness
3.64723E+15,"Severe bipolar disorder with psychotic features, mood-congruent (disorder)",Q code group Severe mental illness
2.9249E+15,"Severe bipolar disorder with psychotic features, mood-incongruent (disorder)",Q code group Severe mental illness
8.2151E+13,Severe bipolar disorder without psychotic features (disorder),Q code group Severe mental illness
7.96515E+15,Severe depressed bipolar I disorder (disorder),Q code group Severe mental illness
3.46838E+15,Severe depressed bipolar I disorder with psychotic features (disorder),Q code group Severe mental illness
3.46839E+15,Severe depressed bipolar I disorder with psychotic features (disorder),Q code group Severe mental illness
3.38876E+15,"Severe depressed bipolar I disorder with psychotic features, mood-congruent (disorder)",Q code group Severe mental illness
3.38877E+15,"Severe depressed bipolar I disorder with psychotic features, mood-congruent (disorder)",Q code group Severe mental illness
2.91942E+15,"Severe depressed bipolar I disorder with psychotic features, mood-incongruent (disorder)",Q code group Severe mental illness
2.91943E+15,"Severe depressed bipolar I disorder with psychotic features, mood-incongruent (disorder)",Q code group Severe mental illness
3.49764E+15,Severe depressed bipolar I disorder without psychotic features (disorder),Q code group Severe mental illness
3.67051E+14,Severe depressed bipolar I disorder without psychotic features (disorder),Q code group Severe mental illness
5.13731E+14,Severe depressed bipolar I disorder without psychotic features (disorder),Q code group Severe mental illness
1.71519E+15,Severe major depression with psychotic features (disorder),Q code group Severe mental illness
3.70091E+15,Severe major depression with psychotic features (disorder),Q code group Severe mental illness
3.79771E+14,Severe major depression with psychotic features (disorder),Q code group Severe mental illness
8.01147E+15,Severe manic bipolar I disorder (disorder),Q code group Severe mental illness
2.96049E+15,Severe manic bipolar I disorder with psychotic features (disorder),Q code group Severe mental illness
2.9605E+15,Severe manic bipolar I disorder with psychotic features (disorder),Q code group Severe mental illness
3.77904E+15,"Severe manic bipolar I disorder with psychotic features, mood-congruent (disorder)",Q code group Severe mental illness
3.77905E+15,"Severe manic bipolar I disorder with psychotic features, mood-congruent (disorder)",Q code group Severe mental illness
3.03707E+15,"Severe manic bipolar I disorder with psychotic features, mood-incongruent (disorder)",Q code group Severe mental illness
3.03708E+15,"Severe manic bipolar I disorder with psychotic features, mood-incongruent (disorder)",Q code group Severe mental illness
2.50101E+15,Severe manic bipolar I disorder without psychotic features (disorder),Q code group Severe mental illness
5.13691E+14,Severe manic bipolar I disorder without psychotic features (disorder),Q code group Severe mental illness
7.96516E+15,Severe mixed bipolar I disorder (disorder),Q code group Severe mental illness
2.67467E+15,Severe mixed bipolar I disorder with psychotic features (disorder),Q code group Severe mental illness
2.67468E+15,Severe mixed bipolar I disorder with psychotic features (disorder),Q code group Severe mental illness
3.55284E+15,"Severe mixed bipolar I disorder with psychotic features, mood-congruent (disorder)",Q code group Severe mental illness
3.55285E+15,"Severe mixed bipolar I disorder with psychotic features, mood-congruent (disorder)",Q code group Severe mental illness
2.67296E+15,"Severe mixed bipolar I disorder with psychotic features, mood-incongruent (disorder)",Q code group Severe mental illness
2.67297E+15,"Severe mixed bipolar I disorder with psychotic features, mood-incongruent (disorder)",Q code group Severe mental illness
3.24685E+15,Severe mixed bipolar I disorder without psychotic features (disorder),Q code group Severe mental illness
3.24686E+15,Severe mixed bipolar I disorder without psychotic features (disorder),Q code group Severe mental illness
2.95731E+15,Severe recurrent major depression with psychotic features (disorder),Q code group Severe mental illness
4.24541E+14,Severe recurrent major depression with psychotic features (disorder),Q code group Severe mental illness
4.24571E+14,Severe recurrent major depression with psychotic features (disorder),Q code group Severe mental illness
3.08797E+15,Severe recurrent major depression without psychotic features (disorder),Q code group Severe mental illness
3.96771E+14,Severe recurrent major depression without psychotic features (disorder),Q code group Severe mental illness
294908018,Shared paranoid disorder (disorder),Q code group Severe mental illness
294909014,Shared paranoid disorder (disorder),Q code group Severe mental illness
3.87071E+14,Shared paranoid disorder (disorder),Q code group Severe mental illness
294904016,Simple paranoid state (disorder),Q code group Severe mental illness
294726014,Simple schizophrenia (disorder),Q code group Severe mental illness
294727017,Simple schizophrenia (disorder),Q code group Severe mental illness
294734015,Simple schizophrenia (disorder),Q code group Severe mental illness
4.26881E+14,Simple schizophrenia (disorder),Q code group Severe mental illness
294828015,"Single major depressive episode, severe, with psychosis (disorder)",Q code group Severe mental illness
401869010,"Single major depressive episode, severe, with psychosis (disorder)",Q code group Severe mental illness
4.26921E+14,"Single major depressive episode, severe, with psychosis (disorder)",Q code group Severe mental illness
4.26961E+14,"Single major depressive episode, severe, with psychosis (disorder)",Q code group Severe mental illness
1.7559E+15,"Single major depressive episode, severe, with psychosis, psychosis in remission (disorder)",Q code group Severe mental illness
8.23257E+15,"Single major depressive episode, severe, with psychosis, psychosis in remission (disorder)",Q code group Severe mental illness
294807012,Single manic episode in partial remission (disorder),Q code group Severe mental illness
71539017,Subchronic catatonic schizophrenia (disorder),Q code group Severe mental illness
2.93895E+15,Subchronic disorganized schizophrenia (disorder),Q code group Severe mental illness
2.93896E+15,Subchronic disorganized schizophrenia (disorder),Q code group Severe mental illness
294736018,Subchronic disorganized schizophrenia (disorder),Q code group Severe mental illness
2.72626E+15,Subchronic disorganized schizophrenia with acute exacerbations (disorder),Q code group Severe mental illness
2.72627E+15,Subchronic disorganized schizophrenia with acute exacerbations (disorder),Q code group Severe mental illness
294738017,Subchronic disorganized schizophrenia with acute exacerbations (disorder),Q code group Severe mental illness
294766013,Subchronic latent schizophrenia (disorder),Q code group Severe mental illness
132503015,Subchronic paranoid schizophrenia (disorder),Q code group Severe mental illness
3.74528E+15,Subchronic residual schizophrenia (disorder),Q code group Severe mental illness
3.65177E+15,Subchronic residual schizophrenia with acute exacerbations (disorder),Q code group Severe mental illness
1.23611E+14,Subchronic schizoaffective schizophrenia (disorder),Q code group Severe mental illness
4.76389E+15,Subchronic schizoaffective schizophrenia (disorder),Q code group Severe mental illness
28758018,Subchronic schizophrenia (disorder),Q code group Severe mental illness
294730012,Subchronic schizophrenia with acute exacerbations (disorder),Q code group Severe mental illness
4.19615E+15,Subchronic schizophrenia with acute exacerbations (disorder),Q code group Severe mental illness
3.89562E+15,Subchronic undifferentiated schizophrenia (disorder),Q code group Severe mental illness
2.61198E+15,Subchronic undifferentiated schizophrenia with acute exacerbations (disorder),Q code group Severe mental illness
1219653018,Undifferentiated schizophrenia (disorder),Q code group Severe mental illness
296031017,Undifferentiated schizophrenia (disorder),Q code group Severe mental illness
3.66571E+14,Undifferentiated schizophrenia (disorder),Q code group Severe mental illness
3.71031E+14,Undifferentiated schizophrenia (disorder),Q code group Severe mental illness
3.13726E+15,Undifferentiated schizophrenia in remission (disorder),Q code group Severe mental illness
3.13727E+15,Undifferentiated schizophrenia in remission (disorder),Q code group Severe mental illness
1.19122E+16,[V]Personal history of schizophrenia (context-dependent category),Q code group Severe mental illness
1.19184E+16,"[X] Manic-depressive psychosis, depressed type without psychotic symptoms (disorder)",Q code group Severe mental illness
1.24732E+16,[X]Mental and behavioural disorders (disorder),Q code group Severe mental illness
295665014,[X]Mental and behavioural disorders (disorder),Q code group Severe mental illness
1.24805E+16,"[X]Schizophrenia, schizotypal and delusional disorders (disorder)",Q code group Severe mental illness
296022017,"[X]Schizophrenia, schizotypal and delusional disorders (disorder)",Q code group Severe mental illness
8.135E+15,[X]Severe depressive episode with psychotic symptoms (disorder),Q code group Severe mental illness
