medcodeid,term,condition
3509769018,Cerebrovascular accident due to occlusion of left cerebellar artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3509775010,Cerebrovascular accident due to occlusion of right vertebral artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3509777019,Cerebrovascular accident due to occlusion of left pontine artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3509779016,Cerebrovascular accident due to occlusion of left vertebral artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3509781019,Cerebrovascular accident due to occlusion of right cerebellar artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3509783016,Cerebrovascular accident due to occlusion of right pontine artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3509790014,Cerebrovascular accident due to occlusion of right posterior cerebral artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3509792018,Cerebrovascular accident due to occlusion of left carotid artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3509794017,Cerebrovascular accident due to occlusion of left middle cerebral artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3509799010,Cerebrovascular accident due to occlusion of left posterior cerebral artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3509810017,Cerebrovascular accident due to occlusion of right middle cerebral artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3509817019,Cerebrovascular accident due to occlusion of left cerebellar artery by embolus (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3510818013,Acute cerebral ischemia (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3510959018,Lacunar ataxic hemiparesis of left nondominant side (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3510961010,Lacunar ataxic hemiparesis of right dominant side (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3510963013,Lacunar ataxic hemiparesis of left dominant side (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3510965018,Lacunar ataxic hemiparesis of right nondominant side (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3511084010,Thrombosis of left vertebral artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3511086012,Thrombosis of right vertebral artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3511955015,Thrombosis of right middle cerebral artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3511959014,Thrombosis of left middle cerebral artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3512166013,Embolus of left cerebellar artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3512168014,Embolus of right cerebellar artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3512170017,Embolus of left posterior cerebral artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3512174014,Embolus of right posterior cerebral artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3512176011,Embolus of left middle cerebral artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3512178012,Embolus of right middle cerebral artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3513108017,Occlusion of right pontine artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3513110015,Occlusion of left pontine artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3513689010,Subclavian steal syndrome of right subclavian artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3513690018,Subclavian steal syndrome of right subclavian artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3515793014,Cerebrovascular accident due to occlusion of right vertebral artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3515794015,Acute cerebral ischemia (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3526080018,Mural thrombus of right ventricle following acute myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
3.53658E+15,Coronary occlusion (disorder),Q code group Coronary Heart Disease (original)
3.53659E+15,Coronary occlusion (disorder),Q code group Coronary Heart Disease (original)
3.5366E+15,Coronary occlusion (disorder),Q code group Coronary Heart Disease (original)
3.54078E+15,Basilar artery syndrome (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3.55117E+15,Acute myocardial infarction of high lateral wall (disorder),Q code group Coronary Heart Disease (original)
3.55362E+15,Vertebral artery thrombosis (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
356251016,Pituitary apoplexy (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3.56587E+15,Acute myocardial infarction of inferolateral wall (disorder),Q code group Coronary Heart Disease (original)
3.57637E+15,Postmyocardial infarction syndrome (disorder),Q code group Coronary Heart Disease (original)
3.57639E+15,Postmyocardial infarction syndrome (disorder),Q code group Coronary Heart Disease (original)
3.6007E+15,Coronary artery atheroma (disorder),Q code group Coronary Heart Disease (original)
36036010,Syncope anginosa (disorder),Q code group Coronary Heart Disease (original)
3.62461E+14,Acute myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
3636133016,Cerebrovascular accident due to occlusion of right middle cerebral artery by embolus (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3636136012,Cerebrovascular accident due to occlusion of left middle cerebral artery by embolus (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3636137015,Cerebrovascular accident due to occlusion of right posterior cerebral artery by embolus (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3636139017,Cerebrovascular accident due to occlusion of left posterior cerebral artery by embolus (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3636141016,Cerebrovascular accident due to occlusion of right cerebellar artery by embolus (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3636143018,Cerebrovascular accident due to occlusion of left cerebellar artery by embolus (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3636969013,Occlusion of right middle cerebral artery by embolus (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3636970014,Occlusion of left middle cerebral artery by embolus (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3636973011,Occlusion of left cerebellar artery by embolus (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3636975016,Occlusion of right cerebellar artery by embolus (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3637000018,Occlusion of right posterior cerebral artery by embolus (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3637002014,Occlusion of left posterior cerebral artery by embolus (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3.63791E+14,Multi-infarct dementia (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3.64164E+15,Acute myocardial infarction of anterolateral wall (disorder),Q code group Coronary Heart Disease (original)
3.64535E+15,Acute subendocardial infarction (disorder),Q code group Coronary Heart Disease (original)
3.65367E+15,"Multi-infarct dementia, uncomplicated (disorder)",Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3.65368E+15,"Multi-infarct dementia, uncomplicated (disorder)",Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3.65369E+15,"Multi-infarct dementia, uncomplicated (disorder)",Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3.65469E+15,Acute myocardial infarction of basal inferior segment of left ventricle (disorder),Q code group Coronary Heart Disease (original)
3.65516E+15,Pericarditis due to acute myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
3.66231E+15,Cerebral arterial thrombosis (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3.66232E+15,Cerebral arterial thrombosis (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3.66233E+15,Cerebral arterial thrombosis (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3.69991E+15,Acute myocardial infarction of inferior wall (disorder),Q code group Coronary Heart Disease (original)
3.69992E+15,Acute myocardial infarction of inferior wall (disorder),Q code group Coronary Heart Disease (original)
3.703E+15,Posterior myocardial infarction on electrocardiogram (finding),Q code group Coronary Heart Disease (original)
3.70301E+15,Posterior myocardial infarction on electrocardiogram (finding),Q code group Coronary Heart Disease (original)
3.70302E+15,Posterior myocardial infarction on electrocardiogram (finding),Q code group Coronary Heart Disease (original)
3.70303E+15,Posterior myocardial infarction on electrocardiogram (finding),Q code group Coronary Heart Disease (original)
3.70661E+14,Cerebral infarction due to occlusion of precerebral artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3.70701E+14,Occlusion of cerebral artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3.72845E+15,Cerebral embolism (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
37443015,Myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
3.74574E+15,Acute myocardial infarction of inferoposterior wall (disorder),Q code group Coronary Heart Disease (original)
3.77798E+15,Posterior inferior cerebellar artery syndrome (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3.77801E+15,Posterior inferior cerebellar artery syndrome (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3.77802E+15,Posterior inferior cerebellar artery syndrome (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3.78491E+15,Acute myocardial infarction of septum (disorder),Q code group Coronary Heart Disease (original)
3.78492E+15,Acute myocardial infarction of septum (disorder),Q code group Coronary Heart Disease (original)
3.84239E+15,Ischemic contracture of left ventricle syndrome (disorder),Q code group Coronary Heart Disease (original)
3.8424E+15,Ischemic contracture of left ventricle syndrome (disorder),Q code group Coronary Heart Disease (original)
3.84241E+15,Ischemic contracture of left ventricle syndrome (disorder),Q code group Coronary Heart Disease (original)
3.88675E+15,"Angina, class III (disorder)",Q code group Coronary Heart Disease (original)
3.9111E+13,Ischemic heart disease (disorder),Q code group Coronary Heart Disease (original)
3.91999E+15,Prinzmetal angina (disorder),Q code group Coronary Heart Disease (original)
3.92E+15,Prinzmetal angina (disorder),Q code group Coronary Heart Disease (original)
3.92001E+15,Prinzmetal angina (disorder),Q code group Coronary Heart Disease (original)
3.92002E+15,Prinzmetal angina (disorder),Q code group Coronary Heart Disease (original)
3.92313E+15,Claude's syndrome (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3.92314E+15,Claude's syndrome (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3.92315E+15,Claude's syndrome (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3.93046E+15,Amaurosis fugax (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3.93047E+15,Amaurosis fugax (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3.93048E+15,Amaurosis fugax (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3.93049E+15,Amaurosis fugax (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3.9305E+15,Amaurosis fugax (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
3.94541E+14,Ischemic heart disease (disorder),Q code group Coronary Heart Disease (original)
3.95199E+15,"Angina, class IV (disorder)",Q code group Coronary Heart Disease (original)
395780010,Cerebral infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
395783012,Transient ischemic attack (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
395788015,Transient ischemic attack (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
39773018,Coronary artery spasm (disorder),Q code group Coronary Heart Disease (original)
3.98393E+15,Mural thrombus of heart (disorder),Q code group Coronary Heart Disease (original)
3.98394E+15,Mural thrombus of heart (disorder),Q code group Coronary Heart Disease (original)
3.99031E+14,Multi-infarct dementia (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
4.0056E+15,Calcific coronary arteriosclerosis (disorder),Q code group Coronary Heart Disease (original)
4031011,Old myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
4032016,Old myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
405339016,Cerebrovascular accident (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
4.05703E+15,Brain stem infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
4.05704E+15,Brain stem infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
4.05705E+15,Brain stem infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
4.06288E+15,Pituitary infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
4.06289E+15,Pituitary infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
411416011,Stroke in the puerperium (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
411518010,History of cerebrovascular accident (situation),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
4.16991E+14,Transient ischemic attack (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
4.19363E+15,Basilar artery embolism (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
4.19364E+15,Nonparalytic stroke (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
4.23221E+14,Multi-infarct dementia (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
4.27036E+15,Paralytic stroke (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
4.35413E+15,Left coronary artery occlusion (disorder),Q code group Coronary Heart Disease (original)
4.35414E+15,Left coronary artery occlusion (disorder),Q code group Coronary Heart Disease (original)
4.35415E+15,Right coronary artery occlusion (disorder),Q code group Coronary Heart Disease (original)
4.35416E+15,Right coronary artery occlusion (disorder),Q code group Coronary Heart Disease (original)
442204010,Exercise-induced angina (disorder),Q code group Coronary Heart Disease (original)
447324018,Acute Q wave myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
450322013,Acute non-Q wave infarction (disorder),Q code group Coronary Heart Disease (original)
451132018,History of coronary artery bypass grafting (situation),Q code group Coronary Heart Disease (original)
451133011,Left sided cerebral infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
451134017,Right sided cerebral infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
451369010,History of myocardial infarction in last year (situation),Q code group Coronary Heart Disease (original)
451370011,History of angina in last year (situation),Q code group Coronary Heart Disease (original)
4.54046E+15,History of myocardial infarct at age less than sixty (situation),Q code group Coronary Heart Disease (original)
4.54048E+15,History of myocardial infarct at age greater than sixty (situation),Q code group Coronary Heart Disease (original)
4.5405E+15,History of angina pectoris (situation),Q code group Coronary Heart Disease (original)
4.54059E+15,History of transient ischemic attack (situation),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
455422014,Postoperative subendocardial myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
455423016,Postoperative myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
4.55641E+14,Acute myocardial infarction of anterolateral wall (disorder),Q code group Coronary Heart Disease (original)
4.55651E+14,Acute anteroseptal myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
4.57531E+14,Acute myocardial infarction of inferolateral wall (disorder),Q code group Coronary Heart Disease (original)
458410010,Post infarct angina (disorder),Q code group Coronary Heart Disease (original)
4.58603E+15,Electrocardiographic myocardial infarction (finding),Q code group Coronary Heart Disease (original)
4.58604E+15,Electrocardiographic myocardial infarction (finding),Q code group Coronary Heart Disease (original)
4.58605E+15,Electrocardiographic myocardial infarction (finding),Q code group Coronary Heart Disease (original)
4.58609E+15,Electrocardiographic old myocardial infarction (finding),Q code group Coronary Heart Disease (original)
4.5861E+15,Electrocardiographic old myocardial infarction (finding),Q code group Coronary Heart Disease (original)
4.58611E+15,Anteroseptal infarction on electrocardiogram (finding),Q code group Coronary Heart Disease (original)
4.58613E+15,Anteroseptal infarction on electrocardiogram (finding),Q code group Coronary Heart Disease (original)
4.58614E+15,Anteroseptal infarction on electrocardiogram (finding),Q code group Coronary Heart Disease (original)
4.58615E+15,Anteroseptal infarction on electrocardiogram (finding),Q code group Coronary Heart Disease (original)
4.58617E+15,Electrocardiographic posterior/inferior infarct (finding),Q code group Coronary Heart Disease (original)
4.58618E+15,Electrocardiographic posterior/inferior infarct (finding),Q code group Coronary Heart Disease (original)
4.5862E+15,Electrocardiographic subendocardial infarct (finding),Q code group Coronary Heart Disease (original)
4.58621E+15,Electrocardiographic subendocardial infarct (finding),Q code group Coronary Heart Disease (original)
4.58622E+15,Lateral infarction on electrocardiogram (finding),Q code group Coronary Heart Disease (original)
4.58624E+15,Lateral infarction on electrocardiogram (finding),Q code group Coronary Heart Disease (original)
459487012,Refractory angina (disorder),Q code group Coronary Heart Disease (original)
459488019,Transient myocardial ischemia (disorder),Q code group Coronary Heart Disease (original)
459859010,Asymptomatic coronary heart disease (disorder),Q code group Coronary Heart Disease (original)
4.60681E+14,Acute myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
460686018,History of coronary artery bypass grafting (situation),Q code group Coronary Heart Disease (original)
4.61834E+15,Coronary arteriography abnormal (finding),Q code group Coronary Heart Disease (original)
4.77588E+15,True posterior myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
4.77589E+15,Acute atrial infarction (disorder),Q code group Coronary Heart Disease (original)
4.77593E+15,Coronary thrombosis not resulting in myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
4.77597E+15,Angina (disorder),Q code group Coronary Heart Disease (original)
4.77598E+15,Angina (disorder),Q code group Coronary Heart Disease (original)
4.776E+15,Angina (disorder),Q code group Coronary Heart Disease (original)
4.77601E+15,Angina (disorder),Q code group Coronary Heart Disease (original)
4.77602E+15,Angina (disorder),Q code group Coronary Heart Disease (original)
4.77603E+15,Angina (disorder),Q code group Coronary Heart Disease (original)
4.77605E+15,Single coronary vessel disease (disorder),Q code group Coronary Heart Disease (original)
4.77607E+15,Double coronary vessel disease (disorder),Q code group Coronary Heart Disease (original)
4.77608E+15,Double coronary vessel disease (disorder),Q code group Coronary Heart Disease (original)
4.77612E+15,Generalized ischemic myocardial dysfunction (disorder),Q code group Coronary Heart Disease (original)
4.77613E+15,Generalized ischemic myocardial dysfunction (disorder),Q code group Coronary Heart Disease (original)
4.77614E+15,Generalized ischemic myocardial dysfunction (disorder),Q code group Coronary Heart Disease (original)
4.77617E+15,Subsequent myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
4.77622E+15,Hemopericardium due to and following acute myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
4.77625E+15,Rupture of cardiac wall without hemopericardium as current complication following acute myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
4.77807E+15,Carotid artery syndrome hemispheric (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
4.7781E+15,Impending cerebral ischemia (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
4.77812E+15,Intermittent cerebral ischemia (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
4.77818E+15,Left sided cerebral hemisphere cerebrovascular accident (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
4.7782E+15,Right sided cerebral hemisphere cerebrovascular accident (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
4.82811E+14,Angina decubitus (disorder),Q code group Coronary Heart Disease (original)
4.82941E+14,Angina (disorder),Q code group Coronary Heart Disease (original)
4.91581E+14,Arteriosclerotic vascular disease (disorder),Q code group Coronary Heart Disease (original)
494260016,Impending infarction (disorder),Q code group Coronary Heart Disease (original)
494261017,Preinfarction syndrome (disorder),Q code group Coronary Heart Disease (original)
4.94333E+15,Ischemic chest pain (finding),Q code group Coronary Heart Disease (original)
494438016,Subendocardial ischemia (disorder),Q code group Coronary Heart Disease (original)
4.96981E+14,Arteriosclerotic vascular disease (disorder),Q code group Coronary Heart Disease (original)
4.96991E+14,Arteriosclerotic vascular disease (disorder),Q code group Coronary Heart Disease (original)
497559016,Multi-infarct dementia (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
4.98031E+14,Atrial septal defect due to and following acute myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
498328016,Angina decubitus (disorder),Q code group Coronary Heart Disease (original)
499739014,Basilar artery syndrome (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.00904E+15,Infarction of optic tract (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.00909E+15,Infarction of optic radiation (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01098E+15,Cerebrovascular accident (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01102E+15,Cerebrovascular accident due to occlusion of cerebral artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01104E+15,Anterior cerebral circulation infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01105E+15,Total anterior cerebral circulation infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01106E+15,Total anterior cerebral circulation infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01107E+15,Total anterior cerebral circulation infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01108E+15,Total anterior cerebral circulation infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01109E+15,Partial anterior cerebral circulation infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.0111E+15,Partial anterior cerebral circulation infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01111E+15,Partial anterior cerebral circulation infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01112E+15,Partial anterior cerebral circulation infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01113E+15,Posterior cerebral circulation infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01114E+15,Posterior cerebral circulation infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01116E+15,Lacunar infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01117E+15,Lacunar infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01118E+15,Lacunar infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01119E+15,Pure motor lacunar infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01121E+15,Pure sensory lacunar infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01123E+15,Pure sensorimotor lacunar infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01124E+15,Lacunar ataxic hemiparesis (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01125E+15,Dysarthria-clumsy hand syndrome (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01126E+15,Multi-infarct state (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01127E+15,Multi-infarct state (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01128E+15,Multi-infarct state (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01129E+15,Hemorrhagic cerebral infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.0113E+15,Hemorrhagic cerebral infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01131E+15,Hemorrhagic cerebral infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01132E+15,Hemorrhagic cerebral infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01133E+15,Anterior cerebral circulation hemorrhagic infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01134E+15,Anterior cerebral circulation hemorrhagic infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01135E+15,Posterior cerebral circulation hemorrhagic infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01136E+15,Posterior cerebral circulation hemorrhagic infarction (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01145E+15,Stroke of uncertain pathology (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01146E+15,Anterior circulation stroke of uncertain pathology (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01147E+15,Posterior circulation stroke of uncertain pathology (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01149E+15,Carotid territory transient ischemic attack (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.0115E+15,Carotid territory transient ischemic attack (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01151E+15,Carotid territory transient ischemic attack (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01152E+15,Vertebrobasilar territory transient ischemic attack (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01153E+15,Vertebrobasilar territory transient ischemic attack (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01154E+15,Vertebrobasilar territory transient ischemic attack (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.01155E+15,Vertebrobasilar territory transient ischemic attack (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
5.0562E+15,Triple vessel disease of the heart (disorder),Q code group Coronary Heart Disease (original)
5.05624E+15,Silent myocardial ischemia (disorder),Q code group Coronary Heart Disease (original)
5.05625E+15,Silent myocardial ischemia (disorder),Q code group Coronary Heart Disease (original)
5.05626E+15,Silent myocardial ischemia (disorder),Q code group Coronary Heart Disease (original)
5.05627E+15,Acute Q wave infarction - anteroseptal (disorder),Q code group Coronary Heart Disease (original)
5.05628E+15,Acute non-Q wave infarction - anteroseptal (disorder),Q code group Coronary Heart Disease (original)
5.05629E+15,Acute Q wave infarction - anterolateral (disorder),Q code group Coronary Heart Disease (original)
5.0563E+15,Acute non-Q wave infarction - anterolateral (disorder),Q code group Coronary Heart Disease (original)
5.05631E+15,Acute Q wave infarction - inferior (disorder),Q code group Coronary Heart Disease (original)
5.05632E+15,Acute non-Q wave infarction - inferior (disorder),Q code group Coronary Heart Disease (original)
5.05633E+15,Acute Q wave infarction - inferolateral (disorder),Q code group Coronary Heart Disease (original)
5.05634E+15,Acute non-Q wave infarction - inferolateral (disorder),Q code group Coronary Heart Disease (original)
5.05635E+15,Acute Q wave infarction - lateral (disorder),Q code group Coronary Heart Disease (original)
5.05636E+15,Acute non-Q wave infarction - lateral (disorder),Q code group Coronary Heart Disease (original)
