medcodeid,term,condition
303846016,Nephrotic syndrome due to diabetes mellitus (disorder),Q code group Chronic renal disease
303847013,Nephrotic syndrome due to diabetes mellitus (disorder),Q code group Chronic renal disease
4.78842E+15,Nephrotic syndrome due to diabetes mellitus (disorder),Q code group Chronic renal disease
8.02243E+15,Nephrotic syndrome due to type 1 diabetes mellitus (disorder),Q code group Chronic renal disease
8.02238E+15,Nephrotic syndrome due to type 2 diabetes mellitus (disorder),Q code group Chronic renal disease
303845017,Nephrotic syndrome in amyloidosis (disorder),Q code group Chronic renal disease
303848015,Nephrotic syndrome in malaria (disorder),Q code group Chronic renal disease
4.78846E+15,Nephrotic syndrome in malaria (disorder),Q code group Chronic renal disease
303849011,Nephrotic syndrome in polyarteritis nodosa (disorder),Q code group Chronic renal disease
6.24171E+15,Nephrotic syndrome secondary to glomerulonephritis (disorder),Q code group Chronic renal disease
6.24172E+15,Nephrotic syndrome secondary to systemic disease (disorder),Q code group Chronic renal disease
6.77621E+14,Nephrotic syndrome with membranoproliferative glomerulonephritis (disorder),Q code group Chronic renal disease
303826014,Nephrotic syndrome with membranous glomerulonephritis (disorder),Q code group Chronic renal disease
396706011,Nephrotic syndrome with minimal change glomerulonephritis (disorder),Q code group Chronic renal disease
303825013,Nephrotic syndrome with proliferative glomerulonephritis (disorder),Q code group Chronic renal disease
303838017,"Nephrotic syndrome, dense deposit disease (disorder)",Q code group Chronic renal disease
303839013,"Nephrotic syndrome, diffuse crescentic glomerulonephritis (disorder)",Q code group Chronic renal disease
6.77481E+14,"Nephrotic syndrome, diffuse endocapillary proliferative glomerulonephritis (disorder)",Q code group Chronic renal disease
303834015,"Nephrotic syndrome, diffuse membranous glomerulonephritis (disorder)",Q code group Chronic renal disease
6.77461E+14,"Nephrotic syndrome, diffuse mesangial proliferative glomerulonephritis (disorder)",Q code group Chronic renal disease
6.77471E+14,"Nephrotic syndrome, diffuse mesangiocapillary glomerulonephritis (disorder)",Q code group Chronic renal disease
303833014,"Nephrotic syndrome, focal and segmental glomerular lesions (disorder)",Q code group Chronic renal disease
303832016,"Nephrotic syndrome, minor glomerular abnormality (disorder)",Q code group Chronic renal disease
4.78923E+15,Non-obstructive reflux-associated chronic pyelonephritis (disorder),Q code group Chronic renal disease
4.78924E+15,Non-obstructive reflux-associated chronic pyelonephritis (disorder),Q code group Chronic renal disease
4.78925E+15,Non-obstructive reflux-associated chronic pyelonephritis (disorder),Q code group Chronic renal disease
4.78926E+15,Non-obstructive reflux-associated chronic pyelonephritis (disorder),Q code group Chronic renal disease
4.78927E+15,Non-obstructive reflux-associated chronic pyelonephritis (disorder),Q code group Chronic renal disease
5.85761E+14,Non-obstructive reflux-associated chronic pyelonephritis (disorder),Q code group Chronic renal disease
1.24526E+16,"Polycystic kidney disease, adult type (disorder)",Q code group Chronic renal disease
1.24912E+16,"Polycystic kidney disease, adult type (disorder)",Q code group Chronic renal disease
2.96168E+15,"Polycystic kidney disease, adult type (disorder)",Q code group Chronic renal disease
2.96169E+15,"Polycystic kidney disease, adult type (disorder)",Q code group Chronic renal disease
2.96171E+15,"Polycystic kidney disease, adult type (disorder)",Q code group Chronic renal disease
1226060014,"Polycystic kidney disease, infantile type (disorder)",Q code group Chronic renal disease
2.21761E+14,"Polycystic kidney disease, infantile type (disorder)",Q code group Chronic renal disease
2.96239E+15,"Polycystic kidney disease, infantile type (disorder)",Q code group Chronic renal disease
2.9624E+15,"Polycystic kidney disease, infantile type (disorder)",Q code group Chronic renal disease
2.96242E+15,"Polycystic kidney disease, infantile type (disorder)",Q code group Chronic renal disease
2.96243E+15,"Polycystic kidney disease, infantile type (disorder)",Q code group Chronic renal disease
2.96244E+15,"Polycystic kidney disease, infantile type (disorder)",Q code group Chronic renal disease
303863017,Rapidly progressive glomerulonephritis (disorder),Q code group Chronic renal disease
303894017,Rapidly progressive glomerulonephritis (disorder),Q code group Chronic renal disease
354352010,Rapidly progressive glomerulonephritis (disorder),Q code group Chronic renal disease
5.09347E+15,Rapidly progressive glomerulonephritis (disorder),Q code group Chronic renal disease
8.12048E+15,Rapidly progressive nephritic syndrome co-occurrent and due to membranoproliferative glomerulonephritis type III (disorder),Q code group Chronic renal disease
8.12049E+15,Rapidly progressive nephritic syndrome co-occurrent and due to membranoproliferative glomerulonephritis type III (disorder),Q code group Chronic renal disease
1.91881E+14,"Rapidly progressive nephritic syndrome, diffuse crescentic glomerulonephritis (disorder)",Q code group Chronic renal disease
1.91851E+14,"Rapidly progressive nephritic syndrome, diffuse endocapillary proliferative glomerulonephritis (disorder)",Q code group Chronic renal disease
1.91861E+14,"Rapidly progressive nephritic syndrome, diffuse membranous glomerulonephritis (disorder)",Q code group Chronic renal disease
1.65061E+14,"Rapidly progressive nephritic syndrome, diffuse mesangial proliferative glomerulonephritis (disorder)",Q code group Chronic renal disease
1.91841E+14,"Rapidly progressive nephritic syndrome, diffuse mesangiocapillary glomerulonephritis (disorder)",Q code group Chronic renal disease
7.61312E+15,Recurrent post-transplant renal disease (disorder),Q code group Chronic renal disease
284213011,Renal transplant planned (situation),Q code group Chronic renal disease
7.04349E+15,Sarcoidosis with glomerulonephritis (disorder),Q code group Chronic renal disease
7.75774E+15,Sporadic idiopathic steroid-resistant nephrotic syndrome (disorder),Q code group Chronic renal disease
7.75775E+15,Sporadic idiopathic steroid-resistant nephrotic syndrome (disorder),Q code group Chronic renal disease
7.3754E+15,Steroid resistant nephrotic syndrome of childhood (disorder),Q code group Chronic renal disease
7.3031E+15,Steroid sensitive nephrotic syndrome of childhood (disorder),Q code group Chronic renal disease
5.09338E+15,Steroid-dependent nephrotic syndrome (disorder),Q code group Chronic renal disease
5.09339E+15,Steroid-dependent nephrotic syndrome (disorder),Q code group Chronic renal disease
5.09335E+15,Steroid-resistant nephrotic syndrome (disorder),Q code group Chronic renal disease
5.09336E+15,Steroid-resistant nephrotic syndrome (disorder),Q code group Chronic renal disease
5.09337E+15,Steroid-resistant nephrotic syndrome (disorder),Q code group Chronic renal disease
1.27091E+14,Steroid-sensitive nephrotic syndrome (disorder),Q code group Chronic renal disease
5.09333E+15,Steroid-sensitive nephrotic syndrome (disorder),Q code group Chronic renal disease
5.09334E+15,Steroid-sensitive nephrotic syndrome (disorder),Q code group Chronic renal disease
114310015,Systemic lupus erythematosus glomerulonephritis syndrome (disorder),Q code group Chronic renal disease
3.61922E+15,Systemic lupus erythematosus glomerulonephritis syndrome (disorder),Q code group Chronic renal disease
3.61924E+15,Systemic lupus erythematosus glomerulonephritis syndrome (disorder),Q code group Chronic renal disease
6.77561E+14,Systemic lupus erythematosus glomerulonephritis syndrome (disorder),Q code group Chronic renal disease
3.08667E+15,"Systemic lupus erythematosus glomerulonephritis syndrome, World Health Organization class IV (disorder)",Q code group Chronic renal disease
3.08668E+15,"Systemic lupus erythematosus glomerulonephritis syndrome, World Health Organization class IV (disorder)",Q code group Chronic renal disease
3.08669E+15,"Systemic lupus erythematosus glomerulonephritis syndrome, World Health Organization class IV (disorder)",Q code group Chronic renal disease
3.0867E+15,"Systemic lupus erythematosus glomerulonephritis syndrome, World Health Organization class IV (disorder)",Q code group Chronic renal disease
3.08671E+15,"Systemic lupus erythematosus glomerulonephritis syndrome, World Health Organization class IV (disorder)",Q code group Chronic renal disease
3.08672E+15,"Systemic lupus erythematosus glomerulonephritis syndrome, World Health Organization class IV (disorder)",Q code group Chronic renal disease
1.19107E+16,[V]Kidney transplanted (context-dependent category),Q code group Chronic renal disease
